timestamp,open,high,low,close,open_bid,open_ask,high_bid,high_ask,low_bid,low_ask,close_bid,close_ask,spread,volume
2026-04-26T21:00:00+00:00,15958.95,15962.15,15955.15,15959,15954.9,15963,15956,15968.3,15947.4,15962.9,15952.7,15965.3,12.6,186.330002
2026-04-26T21:15:00+00:00,15959.05,15960.15,15952.7,15955.3,15952.8,15965.3,15953.5,15966.8,15950.4,15955,15951.8,15958.8,7,298.6000049
2026-04-26T21:30:00+00:00,15955.2,15956.45,15953.8,15956.2,15951.7,15958.7,15952.1,15960.8,15950.9,15956.7,15951.6,15960.8,9.2,114.9000022
2026-04-26T21:45:00+00:00,15956.35,15958.75,15956,15956.8,15951.6,15961.1,15955,15962.5,15950.9,15961.1,15951.8,15961.8,10,35.1000005
2026-04-26T22:00:00+00:00,15956.5,15959.2,15951.4,15956.3,15951.8,15961.2,15957.2,15961.2,15950.5,15952.3,15955.9,15956.7,0.8,1329.640002
2026-04-26T22:15:00+00:00,15956.05,15957.6,15954.4,15956,15955.6,15956.5,15957.1,15958.1,15954,15954.8,15955.6,15956.4,0.8,589.6500168
2026-04-26T22:30:00+00:00,15955.85,15958.75,15955.05,15958.6,15955.6,15956.1,15958.4,15959.1,15954.6,15955.5,15958.1,15959.1,1,676.2700173
2026-04-26T22:45:00+00:00,15958.7,15958.85,15954.65,15954.8,15958.3,15959.1,15958.5,15959.2,15954.1,15955.2,15954.2,15955.4,1.2,784.0900161
2026-04-26T23:00:00+00:00,15954.7,15955.1,15950.85,15953.35,15954.1,15955.3,15954.6,15955.6,15950.7,15951,15953,15953.7,0.7,1315.090022
2026-04-26T23:15:00+00:00,15953.4,15957.45,15951.7,15956.95,15953.1,15953.7,15957.1,15957.8,15951.4,15952,15956.5,15957.4,0.9,860.9300148
2026-04-26T23:30:00+00:00,15957.1,15959,15956.65,15956.8,15956.7,15957.5,15958.7,15959.3,15956.4,15956.9,15956.5,15957.1,0.6,945.7500198
2026-04-26T23:45:00+00:00,15956.9,15959.7,15955.75,15958.5,15956.6,15957.2,15959.4,15960,15955.4,15956.1,15958.2,15958.8,0.6,807.9600173
2026-04-27T00:00:00+00:00,15958.6,15958.6,15950.1,15951.8,15958.3,15958.9,15958.3,15958.9,15949.8,15950.4,15951.5,15952.1,0.6,2072.130033
2026-04-27T00:15:00+00:00,15951.9,15953.3,15949.6,15950.9,15951.6,15952.2,15953,15953.6,15949.4,15949.8,15950.6,15951.2,0.6,1352.670022
2026-04-27T00:30:00+00:00,15950.55,15952.55,15947.4,15947.9,15950.4,15950.7,15952.2,15952.9,15947.1,15947.7,15947.6,15948.2,0.6,1027.800013
2026-04-27T00:45:00+00:00,15947.5,15953.8,15945,15948.05,15947.2,15947.8,15953.6,15954,15944.7,15945.3,15947.7,15948.4,0.7,2910.440044
2026-04-27T01:00:00+00:00,15947.75,15947.8,15934.75,15937.75,15947.6,15947.9,15947.6,15948,15934.4,15935.1,15937.4,15938.1,0.7,5990.340112
2026-04-27T01:15:00+00:00,15937.65,15939.6,15932.25,15937.95,15937.4,15937.9,15939.3,15939.9,15932,15932.5,15937.7,15938.2,0.5,5011.190088
2026-04-27T01:30:00+00:00,15937.85,15940.7,15935.75,15936.3,15937.6,15938.1,15940.4,15941,15935.5,15936,15936.1,15936.5,0.4,2030.27003
